OrderID,OrderDateKey,OrderDate,CustomerID,Currency,OrderStatus,PaymentMethod,ShipMode,ShipAddress
10251,20250120,2025-01-20 00:00:00,43,USD,Returned,Invoice,Standard,"City-3-4, Region-3, Germany"
10252,20240618,2024-06-18 00:00:00,190,GBP,Paid,Card,Standard,"City-5-3, Region-5, France"
10253,20241117,2024-11-17 14:35:00,12,GBP,Shipped,Invoice,Standard,"City-5-1, Region-5, Netherlands"
10254,20240929,2024-09-29 00:00:00,215,USD,Submitted,Card,Standard,"City-3-5, Region-3, Netherlands"
10255,20241219,2024-12-19 00:00:00,243,GBP,Paid,Card,Standard,"City-4-4, Region-4, France"
10256,20240807,2024-08-07 00:00:00,119,EUR,Shipped,PayPal,Standard,"City-3-2, Region-3, United Kingdom"
10257,20250106,2025-01-06 00:00:00,119,USD,Paid,Card,Standard,"City-3-2, Region-3, United Kingdom"
10258,20240410,2024-04-10 00:00:00,73,USD,Submitted,Card,Standard,"City-3-4, Region-3, United Kingdom"
10259,20240517,2024-05-17 00:00:00,230,GBP,Shipped,Card,Express,"City-2-1, Region-2, Germany"
10260,20250616,2025-06-16 00:00:00,38,EUR,Paid,PayPal,Standard,"City-3-3, Region-3, France"
10261,20240929,2024-09-29 00:00:00,38,£,Paid,PayPal,Standard,"City-3-3, Region-3, France"
10262,20241218,2024-12-18 00:00:00,140,EUR,Returned,Card,Standard,"City-1-3, Region-1, Netherlands"
10263,20250523,2025-05-23 00:00:00,47,EUR,Submitted,PayPal,Standard,"City-2-5, Region-2, Germany"
10264,20241022,2024-10-22 14:35:00,216,USD,Cancelled,PayPal,Standard,"City-2-3, Region-2, Italy"
10265,20241011,2024-10-11 00:00:00,8,€,Paid,Invoice,Standard,"City-1-3, Region-1, Poland"
10266,20241118,2024-11-18 00:00:00,55,EUR,Paid,Card,Express,"City-2-2, Region-2, Italy"
10267,20240517,2024-05-17 00:00:00,238,€,Paid,Wire,Standard,"City-1-1, Region-1, Spain"
10268,20240709,2024-07-09 00:00:00,188,USD,Paid,PayPal,Standard,"City-2-3, Region-2, Poland"
10269,20250305,2025-03-05 00:00:00,107,USD,Paid,Card,Standard,"City-1-2, Region-1, Spain"
10270,20240401,2024-04-01 00:00:00,150,GBP,Shipped,PayPal,Standard,"City-5-4, Region-5, Germany"
10271,20251207,2025-12-07 00:00:00,177,EUR,Shipped,Card,Standard,"City-5-1, Region-5, Poland"
10272,20240510,2024-05-10 00:00:00,120,USD,Paid,PayPal,Express,"City-2-1, Region-2, United Kingdom"
10273,20251227,2025-12-27 00:00:00,230,€,Shipped,Card,Express,"City-2-1, Region-2, Germany"
10274,20240515,2024-05-15 00:00:00,15,EUR,Paid,Card,Standard,"City-1-4, Region-1, Netherlands"
10275,20250813,2025-08-13 14:35:00,148,GBP,Shipped,Card,Standard,"City-1-2, Region-1, Italy"
10276,20250406,2025-04-06 00:00:00,16,GBP,Submitted,Card,Express,"City-3-1, Region-3, Netherlands"
10277,20240707,2024-07-07 00:00:00,113,USD,Shipped,Card,Same-Day,"City-1-3, Region-1, United Kingdom"
10278,20250919,2025-09-19 00:00:00,76,GBP,Shipped,Card,Standard,"City-4-2, Region-4, Spain"
10279,20241229,2024-12-29 00:00:00,247,USD,Shipped,Card,Standard,"City-2-5, Region-2, Italy"
10280,20250309,2025-09-03 00:00:00,135,EUR,Shipped,Card,Standard,"City-5-4, Region-5, Germany"
10281,20240202,2024-02-02 00:00:00,200,EUR,Submitted,Card,Same-Day,"City-3-2, Region-3, Italy"
10282,20241008,2024-10-08 00:00:00,203,GBP,Paid,Card,Standard,"City-2-1, Region-2, Spain"
10283,20241127,2024-11-27 00:00:00,211,EUR,Shipped,PayPal,Standard,"City-5-1, Region-5, Germany"
10284,20240628,2024-06-28 00:00:00,62,GBP,Shipped,Card,Standard,"City-2-4, Region-2, Germany"
10285,20240102,2024-01-02 00:00:00,30,GBP,Paid,Wire,Standard,"City-1-1, Region-1, United Kingdom"
10286,20250914,2025-09-14 14:35:00,176,GBP,Shipped,Invoice,Standard,"City-4-5, Region-4, United Kingdom"
10287,20251018,2025-10-18 00:00:00,124,EUR,Paid,Wire,Standard,"City-2-2, Region-2, France"
10288,20240616,2024-06-16 00:00:00,131,EUR,Submitted,Card,Standard,"City-1-5, Region-1, Spain"
10289,20241212,2024-12-12 00:00:00,182,GBP,CANCELLED ,Wire,Standard,"City-5-4, Region-5, Netherlands"
10290,20240908,2024-09-08 00:00:00,145,GBP,Paid,Card,Express,"City-1-4, Region-1, Poland"
10291,20240824,2024-08-24 00:00:00,10,EUR,Cancelled,Card,Standard,"City-4-2, Region-4, France"
10292,20240606,2024-06-06 00:00:00,166,EUR,Shipped,Card,Standard,"City-5-4, Region-5, United Kingdom"
10293,20240127,2024-01-27 00:00:00,37,EUR,Returned,PayPal,Standard,"City-5-2, Region-5, Poland"
10294,20250507,2025-07-05 00:00:00,33,USD,Paid,Card,Standard,"City-1-1, Region-1, Poland"
10295,20240812,2024-08-12 00:00:00,159,EUR,Paid,PayPal,Standard,"City-1-4, Region-1, Netherlands"
10296,20250204,2025-02-04 00:00:00,26,USD,Shipped,Card,Standard,"City-4-2, Region-4, Spain"
10297,20250727,2025-07-27 14:35:00,153,€,Shipped,Card,Standard,"City-5-5, Region-5, France"
10298,20240123,2024-01-23 00:00:00,196,GBP,Submitted,PayPal,Standard,"City-2-4, Region-2, Netherlands"
10299,20240814,2024-08-14 00:00:00,242,EUR,Shipped,Card,Standard,"City-2-5, Region-2, Italy"
10300,20240713,2024-07-13 00:00:00,2,€,Paid,Card,Same-Day,"City-2-5, Region-2, United Kingdom"
10301,20250608,2025-08-06 00:00:00,90,EUR,Submitted,PayPal,Standard,"City-1-2, Region-1, France"
10302,20240823,2024-08-23 00:00:00,152,GBP,Paid,PayPal,Express,"City-4-1, Region-4, Germany"
10303,20240123,2024-01-23 00:00:00,72,EUR,Submitted,Card,Same-Day,"City-1-3, Region-1, United Kingdom"
10304,20241028,2024-10-28 00:00:00,204,USD,Shipped,Wire,Standard,"City-5-4, Region-5, Spain"
10305,20250604,2025-06-04 00:00:00,196,GBP,Submitted,Card,Standard,"City-2-4, Region-2, Netherlands"
10306,20250323,2025-03-23 00:00:00,52,EUR,Shipped,Wire,Standard,"City-4-1, Region-4, Italy"
10307,20240918,2024-09-18 00:00:00,162,GBP,Submitted,Wire,Standard,"City-3-2, Region-3, United Kingdom"
10308,20240314,2024-03-14 14:35:00,100,EUR,Shipped,Card,Standard,"City-4-4, Region-4, France"
10309,20241229,2024-12-29 00:00:00,67,EUR,Paid,PayPal,Standard,"City-4-2, Region-4, Poland"
10310,20250621,2025-06-21 00:00:00,215,GBP,Submitted,Card,Express,"City-3-5, Region-3, Netherlands"
10311,20250909,2025-09-09 00:00:00,97,USD,Submitted,Card,Standard,"City-4-2, Region-4, Germany"
10312,20251115,2025-11-15 00:00:00,16,€,Paid,Invoice,Standard,"City-3-1, Region-3, Netherlands"
10313,20250730,2025-07-30 00:00:00,204,GBP,Shipped,Wire,Standard,"City-5-4, Region-5, Spain"
10314,20250316,2025-03-16 00:00:00,147,EUR,Shipped,Wire,Standard,"City-3-3, Region-3, France"
10315,20250331,2025-03-31 00:00:00,207,USD,Shipped,Card,Standard,"City-3-4, Region-3, Germany"
10316,20250727,2025-07-27 00:00:00,71,EUR,Shipped,Card,Same-Day,"City-1-3, Region-1, United Kingdom"
10317,20241205,2024-12-05 00:00:00,31,USD,Shipped,Card,Express,"City-1-1, Region-1, Netherlands"
10318,20240216,2024-02-16 00:00:00,54,GBP,Shippedd,Invoice,Standard,"City-1-4, Region-1, Italy"
10319,20240721,2024-07-21 14:35:00,153,EUR,Shipped,Invoice,Standard,"City-5-5, Region-5, France"
10320,20250513,2025-05-13 00:00:00,42,USD,Shipped,PayPal,Standard,"City-5-5, Region-5, United Kingdom"
10321,20240906,2024-09-06 00:00:00,151,EUR,Returned,Wire,Standard,"City-5-2, Region-5, Italy"
10322,20241226,2024-12-26 00:00:00,213,EUR,Paid,Card,Standard,"City-5-2, Region-5, France"
10323,20240115,2024-01-15 00:00:00,16,GBP,Returned,Card,Same-Day,"City-3-1, Region-3, Netherlands"
10324,20240607,2024-06-07 00:00:00,169,GBP,Paid,Card,Standard,"City-2-4, Region-2, Spain"
10325,20250902,2025-09-02 00:00:00,89,EUR,Shipped,Card,Standard,"City-5-5, Region-5, Spain"
10326,20251224,2025-12-24 00:00:00,135,USD,Shipped,Card,Standard,"City-5-4, Region-5, Germany"
10327,20240726,2024-07-26 00:00:00,45,EUR,Submitted,Card,Standard,"City-2-5, Region-2, Poland"
10328,20240416,2024-04-16 00:00:00,141,USD,Submitted,Card,Standard,"City-5-5, Region-5, Netherlands"
10329,20241019,2024-10-19 00:00:00,106,USD,Submitted,Card,Standard,"City-2-2, Region-2, Netherlands"
10330,20241020,2024-10-20 14:35:00,223,USD,Shipped,Card,Standard,"City-4-5, Region-4, France"
10331,20250710,2025-07-10 00:00:00,206,EUR,Paid,Card,Standard,"City-4-5, Region-4, Spain"
10332,20240830,2024-08-30 00:00:00,78,EUR,Paid,Card,Standard,"City-3-3, Region-3, Italy"
10333,20240507,2024-05-07 00:00:00,73,EUR,Shipped,Card,Standard,"City-3-4, Region-3, United Kingdom"
10334,20250816,2025-08-16 00:00:00,217,USD,Paid,Wire,Standard,"City-2-3, Region-2, Netherlands"
10335,20240417,2024-04-17 00:00:00,90,EUR,Submitted,PayPal,Standard,"City-1-2, Region-1, France"
10336,20251119,2025-11-19 00:00:00,128,EUR,Submitted,Card,Standard,"City-3-5, Region-3, Netherlands"
10337,20241215,2024-12-15 00:00:00,90,EUR,Shipped,Card,Express,"City-1-2, Region-1, France"
10338,20251130,2025-11-30 00:00:00,202,EUR,Submitted,Card,Standard,"City-5-5, Region-5, Italy"
10339,20250827,2025-08-27 00:00:00,137,EUR,Shipped,PayPal,Express,"City-3-3, Region-3, Germany"
10340,20251020,2025-10-20 00:00:00,229,EUR,Paid,Card,Express,"City-3-4, Region-3, France"
10341,20250427,2025-04-27 14:35:00,2,GBP,Submitted,PayPal,Standard,"City-2-5, Region-2, United Kingdom"
10342,20251225,2025-12-25 00:00:00,130,EUR,Shipped,Card,Standard,"City-1-2, Region-1, Italy"
10343,20250210,2025-10-02 00:00:00,229,EUR,Paid,Card,Same-Day,"City-3-4, Region-3, France"
10344,20250105,2025-01-05 00:00:00,21,EUR,Paid,Wire,Standard,"City-1-1, Region-1, United Kingdom"
10345,20250325,2025-03-25 00:00:00,215,€,Shipped,Card,Same-Day,"City-3-5, Region-3, Netherlands"
10346,20250201,2025-02-01 00:00:00,13,€,Submitted,PayPal,Standard,"City-1-4, Region-1, Germany"
10347,20250913,2025-09-13 00:00:00,236,USD,Shipped,Card,Standard,"City-1-5, Region-1, Spain"
10348,20250804,2025-08-04 00:00:00,134,EUR,Submitted,Wire,Standard,"City-1-4, Region-1, Poland"
10349,20240808,2024-08-08 00:00:00,135,EUR,Paid,PayPal,Standard,"City-5-4, Region-5, Germany"
10350,20241127,2024-11-27 00:00:00,47,EUR,Shipped,Card,Standard,"City-2-5, Region-2, Germany"
10351,20240807,2024-08-07 00:00:00,38,USD,Paid,Card,Standard,"City-3-3, Region-3, France"
10352,20250606,2025-06-06 14:35:00,9,GBP,Paid,Wire,Standard,"City-1-1, Region-1, Italy"
10353,20250924,2025-09-24 00:00:00,241,USD,Shipped,Card,Standard,"City-3-1, Region-3, Germany"
10354,20240901,2024-09-01 00:00:00,176,USD,Paid,Card,Standard,"City-4-5, Region-4, United Kingdom"
10355,20250218,2025-02-18 00:00:00,203,EUR,Paid,PayPal,Express,"City-2-1, Region-2, Spain"
10356,20251013,2025-10-13 00:00:00,208,EUR,Shipped,Card,Standard,"City-1-3, Region-1, Italy"
10357,20240116,2024-01-16 00:00:00,111,EUR,Submitted,PayPal,Standard,"City-3-2, Region-3, Poland"
10358,20240309,2024-03-09 00:00:00,189,USD,Shipped,Card,Standard,"City-4-3, Region-4, Poland"
10359,20240722,2024-07-22 00:00:00,236,USD,Shipped,Card,Express,"City-1-5, Region-1, Spain"
10360,20240207,2024-02-07 00:00:00,68,EUR,Submitted,Wire,Standard,"City-5-5, Region-5, Italy"
10361,20250226,2025-02-26 00:00:00,107,EUR,Shipped,Card,Standard,"City-1-2, Region-1, Spain"
10362,20250726,2025-07-26 00:00:00,101,USD,Shipped,Card,Express,"City-4-3, Region-4, United Kingdom"
10363,20250129,2025-01-29 14:35:00,111,£,Submitted,Wire,Same-Day,"City-3-2, Region-3, Poland"
10364,20251017,2025-10-17 00:00:00,66,GBP,Submitted,Card,Standard,"City-1-2, Region-1, Germany"
10365,20250706,2025-07-06 00:00:00,37,GBP,Shippedd,Invoice,Standard,"City-5-2, Region-5, Poland"
10366,20250708,2025-07-08 00:00:00,36,EUR,Paid,Card,Same-Day,"City-4-5, Region-4, Poland"
10367,20240101,2024-01-01 00:00:00,55,EUR,Returned,PayPal,Standard,"City-2-2, Region-2, Italy"
10368,20240327,2024-03-27 00:00:00,35,GBP,Shipped,Invoice,Standard,"City-1-1, Region-1, Netherlands"
10369,20251104,2025-11-04 00:00:00,119,USD,Shipped,Wire,Standard,"City-3-2, Region-3, United Kingdom"
10370,20250602,2025-06-02 00:00:00,179,USD,Shipped,Card,Standard,"City-4-3, Region-4, Italy"
10371,20241230,2024-12-30 00:00:00,29,EUR,Shipped,Invoice,Express,"City-3-3, Region-3, Spain"
10372,20251018,2025-10-18 00:00:00,92,EUR,Paid,PayPal,Standard,"City-5-2, Region-5, Poland"
10373,20250426,2025-04-26 00:00:00,162,EUR,Returned,PayPal,Standard,"City-3-2, Region-3, United Kingdom"
10374,20250626,2025-06-26 14:35:00,177,EUR,Paid,Card,Standard,"City-5-1, Region-5, Poland"
10375,20240704,2024-07-04 00:00:00,103,USD,Shipped,Wire,Standard,"City-1-5, Region-1, Poland"
10376,20250814,2025-08-14 00:00:00,117,USD,Shipped,Card,Standard,"City-1-2, Region-1, France"
10377,20241105,2024-11-05 00:00:00,50,USD,Submitted,Card,Standard,"City-1-1, Region-1, Poland"
10378,20240504,2024-04-05 00:00:00,238,EUR,Shipped,Invoice,Standard,"City-1-1, Region-1, Spain"
10379,20240823,2024-08-23 00:00:00,142,EUR,Shipped,Card,Same-Day,"City-3-4, Region-3, Spain"
10380,20250824,2025-08-24 00:00:00,72,USD,Paid,PayPal,Standard,"City-1-3, Region-1, United Kingdom"
10381,20240209,2024-02-09 00:00:00,184,EUR,Shipped,Wire,Express,"City-5-2, Region-5, Poland"
10382,20240317,2024-03-17 00:00:00,46,EUR,Returned,Card,Standard,"City-1-4, Region-1, Germany"
10383,20241025,2024-10-25 00:00:00,212,EUR,Returned,Wire,Standard,"City-5-2, Region-5, United Kingdom"
10384,20250113,2025-01-13 00:00:00,82,USD,Shipped,Invoice,Standard,"City-1-1, Region-1, Poland"
10385,20250916,2025-09-16 14:35:00,26,USD,Submitted,Card,Standard,"City-4-2, Region-4, Spain"
10386,20251029,2025-10-29 00:00:00,26,USD,Submitted,Wire,Express,"City-4-2, Region-4, Spain"
10387,20240605,2024-06-05 00:00:00,148,GBP,Shipped,Card,Standard,"City-1-2, Region-1, Italy"
10388,20250428,2025-04-28 00:00:00,55,USD,Shipped,Invoice,Standard,"City-2-2, Region-2, Italy"
10389,20240615,2024-06-15 00:00:00,132,EUR,Submitted,Card,Express,"City-4-2, Region-4, France"
10390,20251104,2025-11-04 00:00:00,66,EUR,Shippedd,Wire,Standard,"City-1-2, Region-1, Germany"
10391,20240702,2024-07-02 00:00:00,204,EUR,Shipped,Card,Standard,"City-5-4, Region-5, Spain"
10392,20250623,2025-06-23 00:00:00,172,EUR,Submitted,Card,Standard,"City-5-3, Region-5, Italy"
10393,20250917,2025-09-17 00:00:00,145,EUR,Submitted,Card,Standard,"City-1-4, Region-1, Poland"
10394,20240104,2024-01-04 00:00:00,212,EUR,Submitted,Card,Standard,"City-5-2, Region-5, United Kingdom"
10395,20240219,2024-02-19 00:00:00,34,GBP,Shipped,Wire,Standard,"City-5-3, Region-5, United Kingdom"
10396,20250701,2025-07-01 14:35:00,181,EUR,Paid,Card,Standard,"City-5-3, Region-5, Italy"
10397,20250216,2025-02-16 00:00:00,105,USD,Shipped,PayPal,Standard,"City-2-3, Region-2, Netherlands"
10398,20250830,2025-08-30 00:00:00,17,USD,Shipped,Card,Standard,"City-1-5, Region-1, Germany"
10399,20251003,2025-03-10 00:00:00,80,EUR,Submitted,Card,Standard,"City-5-3, Region-5, Spain"
10400,20250527,2025-05-27 00:00:00,88,USD,Shipped,PayPal,Standard,"City-4-4, Region-4, Italy"
10401,20251222,2025-12-22 00:00:00,107,USD,Returned,PayPal,Same-Day,"City-1-2, Region-1, Spain"
10402,20250124,2025-01-24 00:00:00,220,USD,Shipped,PayPal,Standard,"City-4-5, Region-4, Italy"
10403,20241215,2024-12-15 00:00:00,57,GBP,Shipped,Card,Express,"City-2-4, Region-2, Italy"
10404,20250429,2025-04-29 00:00:00,218,EUR,Paid,Card,Express,"City-5-4, Region-5, Spain"
10405,20240409,2024-04-09 00:00:00,93,EUR,Paid,Card,Same-Day,"City-1-2, Region-1, Germany"
10406,20250921,2025-09-21 00:00:00,241,EUR,Paid,Wire,Standard,"City-3-1, Region-3, Germany"
10407,20240415,2024-04-15 14:35:00,83,GBP,Shipped,Wire,Standard,"City-5-1, Region-5, Poland"
10408,20250522,2025-05-22 00:00:00,156,EUR,Cancelled,Card,Standard,"City-2-3, Region-2, Poland"
10409,20240721,2024-07-21 00:00:00,156,GBP,Submitted,Card,Standard,"City-2-3, Region-2, Poland"
10410,20240117,2024-01-17 00:00:00,131,USD,Shipped,Invoice,Standard,"City-1-5, Region-1, Spain"
10411,20240130,2024-01-30 00:00:00,177,USD,Paid,Card,Standard,"City-5-1, Region-5, Poland"
10412,20240919,2024-09-19 00:00:00,50,USD,Paid,Card,Express,"City-1-1, Region-1, Poland"
10413,20251228,2025-12-28 00:00:00,191,£,Paid,Invoice,Standard,"City-4-1, Region-4, France"
10414,20240911,2024-09-11 00:00:00,56,EUR,Paid,Invoice,Standard,"City-2-2, Region-2, France"
10415,20241124,2024-11-24 00:00:00,4,GBP,Paid,Card,Standard,"City-2-5, Region-2, United Kingdom"
10416,20251226,2025-12-26 00:00:00,247,EUR,Shipped,PayPal,Standard,"City-2-5, Region-2, Italy"
10417,20250804,2025-08-04 00:00:00,98,USD,Paid,Invoice,Express,"City-3-4, Region-3, France"
10418,20241109,2024-11-09 14:35:00,36,EUR,Shipped,Card,Standard,"City-4-5, Region-4, Poland"
10419,20251009,2025-10-09 00:00:00,223,EUR,Submitted,PayPal,Express,"City-4-5, Region-4, France"
10420,20240318,2024-03-18 00:00:00,104,GBP,Paid,Card,Standard,"City-1-2, Region-1, United Kingdom"
10421,20250615,2025-06-15 00:00:00,34,EUR,Returned,Card,Standard,"City-5-3, Region-5, United Kingdom"
10422,20241002,2024-10-02 00:00:00,16,USD,Paid,PayPal,Standard,"City-3-1, Region-3, Netherlands"
10423,20250209,2025-02-09 00:00:00,209,EUR,Submitted,Wire,Same-Day,"City-4-1, Region-4, Poland"
10424,20251205,2025-12-05 00:00:00,150,EUR,Paid,PayPal,Standard,"City-5-4, Region-5, Germany"
10425,20241112,2024-11-12 00:00:00,154,GBP,Returned,Wire,Standard,"City-1-4, Region-1, Italy"
10426,20241007,2024-10-07 00:00:00,161,£,Shipped,Wire,Standard,"City-1-2, Region-1, France"
10427,20240903,2024-03-09 00:00:00,144,EUR,Shipped,PayPal,Standard,"City-4-1, Region-4, Poland"
10428,20240720,2024-07-20 00:00:00,122,€,Shipped,Card,Standard,"City-3-1, Region-3, Poland"
10429,20241225,2024-12-25 14:35:00,149,USD,Shipped,Card,Express,"City-3-3, Region-3, Italy"
10430,20240531,2024-05-31 00:00:00,76,EUR,Submitted,Invoice,Standard,"City-4-2, Region-4, Spain"
10431,20240701,2024-07-01 00:00:00,215,USD,Shipped,Wire,Standard,"City-3-5, Region-3, Netherlands"
10432,20241116,2024-11-16 00:00:00,118,GBP,Shipped,Card,Standard,"City-1-4, Region-1, Netherlands"
10433,20251201,2025-12-01 00:00:00,67,USD,Paid,PayPal,Standard,"City-4-2, Region-4, Poland"
10434,20250211,2025-11-02 00:00:00,137,EUR,Submitted,Card,Standard,"City-3-3, Region-3, Germany"
10435,20250426,2025-04-26 00:00:00,208,EUR,Paid,Card,Standard,"City-1-3, Region-1, Italy"
10436,20240128,2024-01-28 00:00:00,182,EUR,Shipped,Invoice,Same-Day,"City-5-4, Region-5, Netherlands"
10437,20240223,2024-02-23 00:00:00,37,USD,Shipped,Card,Standard,"City-5-2, Region-5, Poland"
10438,20250607,2025-06-07 00:00:00,40,GBP,Paid,Card,Standard,"City-3-3, Region-3, Italy"
10439,20240205,2024-02-05 00:00:00,136,EUR,Shipped,Card,Standard,"City-3-1, Region-3, France"
10440,20240725,2024-07-25 14:35:00,70,USD,Paid,Wire,Standard,"City-2-4, Region-2, Poland"
10441,20240827,2024-08-27 00:00:00,7,USD,Submitted,Wire,Standard,"City-1-2, Region-1, Poland"
10442,20240829,2024-08-29 00:00:00,83,EUR,Shipped,Card,Express,"City-5-1, Region-5, Poland"
10443,20250604,2025-06-04 00:00:00,42,£,Submitted,Card,Standard,"City-5-5, Region-5, United Kingdom"
10444,20250224,2025-02-24 00:00:00,63,EUR,Paid,PayPal,Standard,"City-2-1, Region-2, France"
10445,20250202,2025-02-02 00:00:00,14,GBP,Shipped,Card,Standard,"City-1-2, Region-1, France"
10446,20240111,2024-01-11 00:00:00,202,EUR,Paid,Wire,Standard,"City-5-5, Region-5, Italy"
10447,20250623,2025-06-23 00:00:00,62,EUR,Shipped,PayPal,Standard,"City-2-4, Region-2, Germany"
10448,20241115,2024-11-15 00:00:00,153,EUR,Submitted,PayPal,Standard,"City-5-5, Region-5, France"
10449,20250619,2025-06-19 00:00:00,94,USD,Submitted,Invoice,Standard,"City-1-2, Region-1, Italy"
10450,20241218,2024-12-18 00:00:00,133,EUR,Shipped,Card,Express,"City-3-5, Region-3, France"
10451,20250927,2025-09-27 14:35:00,86,EUR,Submitted,Wire,Standard,"City-5-1, Region-5, Poland"
10452,20251112,2025-11-12 00:00:00,168,EUR,Paid,Wire,Standard,"City-2-4, Region-2, United Kingdom"
10453,20240305,2024-03-05 00:00:00,47,GBP,Paid,Card,Standard,"City-2-5, Region-2, Germany"
10454,20240531,2024-05-31 00:00:00,132,GBP,Shippedd,Card,Express,"City-4-2, Region-4, France"
10455,20250719,2025-07-19 00:00:00,224,EUR,Shippedd,Card,Standard,"City-4-5, Region-4, Spain"
10456,20240823,2024-08-23 00:00:00,107,USD,Shipped,PayPal,Same-Day,"City-1-2, Region-1, Spain"
10457,20251121,2025-11-21 00:00:00,209,EUR,Shipped,Card,Express,"City-4-1, Region-4, Poland"
10458,20251127,2025-11-27 00:00:00,232,EUR,Cancelled,Invoice,Express,"City-1-2, Region-1, France"
10459,20250519,2025-05-19 00:00:00,179,USD,Paid,Card,Express,"City-4-3, Region-4, Italy"
10460,20251201,2025-12-01 00:00:00,79,GBP,Submitted,Card,Express,"City-4-5, Region-4, Italy"
10461,20251118,2025-11-18 00:00:00,83,USD,Paid,Card,Express,"City-5-1, Region-5, Poland"
10462,20250718,2025-07-18 14:35:00,196,GBP,Cancelled,Card,Standard,"City-2-4, Region-2, Netherlands"
10463,20251022,2025-10-22 00:00:00,187,EUR,Cancelled,Card,Standard,"City-5-3, Region-5, United Kingdom"
10464,20241025,2024-10-25 00:00:00,12,EUR,Shipped,Card,Same-Day,"City-5-1, Region-5, Netherlands"
10465,20250320,2025-03-20 00:00:00,237,EUR,Paid,Wire,Standard,"City-3-2, Region-3, Germany"
10466,20250909,2025-09-09 00:00:00,222,USD,Shipped,PayPal,Standard,"City-5-5, Region-5, Netherlands"
10467,20250830,2025-08-30 00:00:00,202,EUR,Shipped,Wire,Standard,"City-5-5, Region-5, Italy"
10468,20250510,2025-05-10 00:00:00,114,USD,Submitted,Wire,Standard,"City-1-1, Region-1, Poland"
10469,20250912,2025-12-09 00:00:00,132,EUR,Paid,Invoice,Standard,"City-4-2, Region-4, France"
10470,20250710,2025-07-10 00:00:00,138,USD,Shipped,Card,Express,"City-3-1, Region-3, Italy"
10471,20250930,2025-09-30 00:00:00,110,EUR,Submitted,Card,Standard,"City-1-2, Region-1, France"
10472,20241028,2024-10-28 00:00:00,108,EUR,Paid,Card,Standard,"City-3-2, Region-3, United Kingdom"
10473,20250823,2025-08-23 14:35:00,234,EUR,Shipped,Card,Standard,"City-5-5, Region-5, Netherlands"
10474,20250701,2025-07-01 00:00:00,118,EUR,Paid,Card,Standard,"City-1-4, Region-1, Netherlands"
10475,20241112,2024-11-12 00:00:00,32,USD,Shipped,PayPal,Express,"City-5-5, Region-5, France"
10476,20240428,2024-04-28 00:00:00,148,USD,Returned,Card,Standard,"City-1-2, Region-1, Italy"
10477,20240319,2024-03-19 00:00:00,33,EUR,Submitted,PayPal,Standard,"City-1-1, Region-1, Poland"
10478,20240924,2024-09-24 00:00:00,46,USD,Paid,Card,Standard,"City-1-4, Region-1, Germany"
10479,20240407,2024-04-07 00:00:00,154,EUR,Shipped,Card,Standard,"City-1-4, Region-1, Italy"
10480,20251104,2025-11-04 00:00:00,93,USD,Shipped,PayPal,Standard,"City-1-2, Region-1, Germany"
10481,20250804,2025-08-04 00:00:00,137,EUR,Shipped,Card,Standard,"City-3-3, Region-3, Germany"
10482,20240701,2024-07-01 00:00:00,14,EUR,Paid,PayPal,Standard,"City-1-2, Region-1, France"
10483,20251011,2025-11-10 00:00:00,65,£,Submitted,Card,Same-Day,"City-1-2, Region-1, Germany"
10484,20240223,2024-02-23 14:35:00,201,EUR,Shipped,PayPal,Same-Day,"City-5-2, Region-5, Germany"
10485,20250713,2025-07-13 00:00:00,95,€,Paid,Card,Same-Day,"City-3-1, Region-3, Germany"
10486,20240524,2024-05-24 00:00:00,78,EUR,Paid,Wire,Express,"City-3-3, Region-3, Italy"
10487,20251105,2025-11-05 00:00:00,71,USD,Submitted,Card,Standard,"City-1-3, Region-1, United Kingdom"
10488,20250319,2025-03-19 00:00:00,57,EUR,Paid,Wire,Standard,"City-2-4, Region-2, Italy"
10489,20240408,2024-04-08 00:00:00,41,EUR,Shipped,Wire,Standard,"City-2-3, Region-2, Germany"
10490,20240416,2024-04-16 00:00:00,152,EUR,Shipped,Invoice,Standard,"City-4-1, Region-4, Germany"
10491,20250213,2025-02-13 00:00:00,28,GBP,Paid,Wire,Express,"City-4-3, Region-4, Poland"
10492,20250402,2025-04-02 00:00:00,139,GBP,Paid,Wire,Express,"City-5-4, Region-5, United Kingdom"
10493,20240102,2024-01-02 00:00:00,88,GBP,Paid,Card,Express,"City-4-4, Region-4, Italy"
10494,20240122,2024-01-22 00:00:00,118,USD,Submitted,Card,Standard,"City-1-4, Region-1, Netherlands"
10495,20240919,2024-09-19 14:35:00,25,EUR,Submitted,PayPal,Standard,"City-4-3, Region-4, United Kingdom"
10496,20250227,2025-02-27 00:00:00,163,EUR,Paid,Invoice,Standard,"City-4-2, Region-4, Germany"
10497,20240908,2024-08-09 00:00:00,199,USD,Cancelled,PayPal,Same-Day,"City-2-5, Region-2, Spain"
10498,20251208,2025-12-08 00:00:00,231,GBP,Submitted,PayPal,Standard,"City-1-3, Region-1, France"
10499,20250813,2025-08-13 00:00:00,192,EUR,Shipped,PayPal,Standard,"City-3-5, Region-3, France"
10500,20250417,2025-04-17 00:00:00,197,GBP,Shipped,Wire,Standard,"City-5-1, Region-5, United Kingdom"
10501,20240604,2024-06-04 00:00:00,46,EUR,Paid,Card,Express,"City-1-4, Region-1, Germany"
