ProductID,MovementDateKey,MovementDate,MovementType,Quantity
110,20250317,2025-03-17,IN,25
110,20250324,2025-03-24,IN,23
110,20250331,2025-03-31,OUT,13
110,20250407,2025-04-07,OUT,33
110,20250414,2025-04-14,IN,37
110,20250421,2025-04-21,OUT,23
110,20250428,2025-04-28,OUT,22
110,20250505,2025-05-05,IN,47
110,20250512,2025-05-12,IN,27
110,20250519,2025-05-19,IN,37
110,20250526,2025-05-26,IN,32
110,20250602,2025-06-02,IN,26
110,20250609,2025-06-09,OUT,22
110,20250616,2025-06-16,IN,45
110,20250623,2025-06-23,IN,19
110,20250630,2025-06-30,OUT,19
110,20250707,2025-07-07,IN,37
110,20250714,2025-07-14,OUT,25
110,20250721,2025-07-21,OUT,9
110,20250728,2025-07-28,OUT,38
110,20250804,2025-08-04,IN,24
110,20250811,2025-08-11,OUT,1
110,20250818,2025-08-18,OUT,20
110,20250825,2025-08-25,IN,16
110,20250901,2025-09-01,OUT,21
110,20250908,2025-09-08,OUT,27
110,20250915,2025-09-15,IN,31
110,20250922,2025-09-22,OUT,30
110,20250929,2025-09-29,IN,28
110,20251006,2025-10-06,IN,26
110,20251013,2025-10-13,IN,15
110,20251020,2025-10-20,IN,43
110,20251027,2025-10-27,IN,36
110,20251103,2025-11-03,OUT,11
110,20251110,2025-11-10,IN,51
110,20251117,2025-11-17,IN,36
110,20251124,2025-11-24,IN,46
110,20251201,2025-12-01,IN,45
110,20251208,2025-12-08,OUT,20
110,20251215,2025-12-15,OUT,27
110,20251222,2025-12-22,OUT,12
110,20251229,2025-12-29,OUT,12
1,20240101,2024-01-01,IN,16
1,20240108,2024-01-08,OUT,39
1,20240115,2024-01-15,IN,26
1,20240122,2024-01-22,OUT,26
1,20240129,2024-01-29,IN,34
1,20240205,2024-02-05,OUT,26
1,20240212,2024-02-12,IN,28
1,20240219,2024-02-19,OUT,31
1,20240226,2024-02-26,IN,33
1,20240304,2024-03-04,OUT,22
1,20240311,2024-03-11,IN,25
1,20240318,2024-03-18,IN,41
1,20240325,2024-03-25,IN,25
1,20240401,2024-04-01,IN,42
1,20240408,2024-04-08,OUT,28
1,20240415,2024-04-15,IN,25
1,20240422,2024-04-22,OUT,31
1,20240429,2024-04-29,IN,23
1,20240506,2024-05-06,IN,25
1,20240513,2024-05-13,OUT,16
1,20240520,2024-05-20,OUT,22
1,20240527,2024-05-27,IN,34
1,20240603,2024-06-03,IN,29
1,20240610,2024-06-10,OUT,28
1,20240617,2024-06-17,IN,48
1,20240624,2024-06-24,OUT,23
1,20240701,2024-07-01,IN,31
1,20240708,2024-07-08,IN,34
1,20240715,2024-07-15,IN,28
1,20240722,2024-07-22,IN,26
1,20240729,2024-07-29,OUT,17
1,20240805,2024-08-05,IN,28
1,20240812,2024-08-12,OUT,7
1,20240819,2024-08-19,IN,38
1,20240826,2024-08-26,OUT,2
1,20240902,2024-09-02,IN,13
1,20240909,2024-09-09,IN,28
1,20240916,2024-09-16,OUT,6
1,20240923,2024-09-23,IN,32
1,20240930,2024-09-30,IN,30
1,20241007,2024-10-07,IN,31
1,20241014,2024-10-14,IN,17
1,20241021,2024-10-21,IN,44
1,20241028,2024-10-28,OUT,27
1,20241104,2024-11-04,OUT,24
1,20241111,2024-11-11,IN,35
1,20241118,2024-11-18,IN,32
1,20241125,2024-11-25,IN,23
1,20241202,2024-12-02,OUT,19
1,20241209,2024-12-09,IN,22
1,20241216,2024-12-16,OUT,25
1,20241223,2024-12-23,IN,37
1,20241230,2024-12-30,IN,21
1,20250106,2025-01-06,OUT,29
1,20250113,2025-01-13,IN,37
1,20250120,2025-01-20,IN,16
1,20250127,2025-01-27,IN,20
1,20250203,2025-02-03,OUT,23
1,20250210,2025-02-10,IN,35
1,20250217,2025-02-17,IN,30
1,20250224,2025-02-24,IN,20
1,20250303,2025-03-03,OUT,38
1,20250310,2025-03-10,IN,38
1,20250317,2025-03-17,IN,16
1,20250324,2025-03-24,IN,44
1,20250331,2025-03-31,IN,38
1,20250407,2025-04-07,IN,26
1,20250414,2025-04-14,IN,41
1,20250421,2025-04-21,OUT,11
1,20250428,2025-04-28,OUT,15
1,20250505,2025-05-05,IN,25
1,20250512,2025-05-12,IN,29
1,20250519,2025-05-19,OUT,28
1,20250526,2025-05-26,IN,23
1,20250602,2025-06-02,OUT,32
1,20250609,2025-06-09,OUT,24
1,20250616,2025-06-16,IN,30
1,20250623,2025-06-23,OUT,34
1,20250630,2025-06-30,OUT,19
1,20250707,2025-07-07,IN,35
1,20250714,2025-07-14,IN,35
1,20250721,2025-07-21,OUT,32
1,20250728,2025-07-28,IN,29
1,20250804,2025-08-04,OUT,1
1,20250811,2025-08-11,IN,26
1,20250818,2025-08-18,IN,27
1,20250825,2025-08-25,IN,58
1,20250901,2025-09-01,IN,30
1,20250908,2025-09-08,IN,16
1,20250915,2025-09-15,IN,30
1,20250922,2025-09-22,IN,31
1,20250929,2025-09-29,OUT,14
1,20251006,2025-10-06,IN,39
1,20251013,2025-10-13,OUT,22
1,20251020,2025-10-20,OUT,10
1,20251027,2025-10-27,IN,33
1,20251103,2025-11-03,IN,27
1,20251110,2025-11-10,OUT,23
1,20251117,2025-11-17,OUT,12
1,20251124,2025-11-24,IN,11
1,20251201,2025-12-01,IN,31
1,20251208,2025-12-08,IN,27
1,20251215,2025-12-15,IN,37
1,20251222,2025-12-22,OUT,19
1,20251229,2025-12-29,OUT,18
89,20240101,2024-01-01,OUT,22
89,20240108,2024-01-08,OUT,30
89,20240115,2024-01-15,IN,28
89,20240122,2024-01-22,IN,3
89,20240129,2024-01-29,IN,21
89,20240205,2024-02-05,OUT,27
89,20240212,2024-02-12,OUT,22
89,20240219,2024-02-19,OUT,34
89,20240226,2024-02-26,OUT,35
89,20240304,2024-03-04,IN,25
89,20240311,2024-03-11,IN,35
89,20240318,2024-03-18,OUT,28
89,20240325,2024-03-25,OUT,9
89,20240401,2024-04-01,IN,29
89,20240408,2024-04-08,OUT,1
89,20240415,2024-04-15,IN,44
89,20240422,2024-04-22,IN,36
89,20240429,2024-04-29,OUT,36
89,20240506,2024-05-06,IN,27
89,20240513,2024-05-13,IN,10
89,20240520,2024-05-20,IN,20
89,20240527,2024-05-27,OUT,36
89,20240603,2024-06-03,IN,48
89,20240610,2024-06-10,OUT,40
89,20240617,2024-06-17,OUT,30
89,20240624,2024-06-24,IN,35
89,20240701,2024-07-01,IN,17
89,20240708,2024-07-08,IN,27
89,20240715,2024-07-15,IN,29
89,20240722,2024-07-22,OUT,8
89,20240729,2024-07-29,IN,30
89,20240805,2024-08-05,OUT,1
89,20240812,2024-08-12,IN,56
89,20240819,2024-08-19,OUT,15
89,20240826,2024-08-26,IN,32
89,20240902,2024-09-02,OUT,22
89,20240909,2024-09-09,IN,2
89,20240916,2024-09-16,IN,19
89,20240923,2024-09-23,IN,21
89,20240930,2024-09-30,IN,25
89,20241007,2024-10-07,OUT,11
89,20241014,2024-10-14,IN,35
89,20241021,2024-10-21,OUT,14
89,20241028,2024-10-28,OUT,5
89,20241104,2024-11-04,IN,41
89,20241111,2024-11-11,OUT,3
89,20241118,2024-11-18,IN,46
89,20241125,2024-11-25,IN,19
89,20241202,2024-12-02,IN,34
89,20241209,2024-12-09,OUT,20
89,20241216,2024-12-16,OUT,6
89,20241223,2024-12-23,IN,57
89,20241230,2024-12-30,OUT,26
89,20250106,2025-01-06,IN,29
89,20250113,2025-01-13,IN,1
89,20250120,2025-01-20,OUT,32
89,20250127,2025-01-27,IN,32
89,20250203,2025-02-03,IN,33
89,20250210,2025-02-10,OUT,22
89,20250217,2025-02-17,IN,36
89,20250224,2025-02-24,IN,12
89,20250303,2025-03-03,IN,33
89,20250310,2025-03-10,IN,18
89,20250317,2025-03-17,OUT,27
89,20250324,2025-03-24,OUT,23
89,20250331,2025-03-31,IN,32
89,20250407,2025-04-07,IN,12
89,20250414,2025-04-14,IN,24
89,20250421,2025-04-21,IN,42
89,20250428,2025-04-28,IN,52
89,20250505,2025-05-05,IN,45
89,20250512,2025-05-12,IN,10
89,20250519,2025-05-19,IN,28
89,20250526,2025-05-26,OUT,3
89,20250602,2025-06-02,OUT,9
89,20250609,2025-06-09,IN,43
89,20250616,2025-06-16,IN,44
89,20250623,2025-06-23,IN,50
89,20250630,2025-06-30,IN,43
89,20250707,2025-07-07,IN,23
89,20250714,2025-07-14,IN,20
89,20250721,2025-07-21,OUT,21
89,20250728,2025-07-28,OUT,21
89,20250804,2025-08-04,OUT,7
89,20250811,2025-08-11,IN,24
89,20250818,2025-08-18,OUT,38
89,20250825,2025-08-25,IN,40
89,20250901,2025-09-01,OUT,11
89,20250908,2025-09-08,IN,37
89,20250915,2025-09-15,IN,29
89,20250922,2025-09-22,IN,24
89,20250929,2025-09-29,OUT,26
89,20251006,2025-10-06,OUT,23
89,20251013,2025-10-13,OUT,5
89,20251020,2025-10-20,IN,31
89,20251027,2025-10-27,OUT,10
89,20251103,2025-11-03,IN,29
89,20251110,2025-11-10,IN,36
89,20251117,2025-11-17,IN,22
89,20251124,2025-11-24,OUT,16
89,20251201,2025-12-01,IN,29
89,20251208,2025-12-08,OUT,35
89,20251215,2025-12-15,IN,27
89,20251222,2025-12-22,OUT,16
89,20251229,2025-12-29,IN,29
105,20240101,2024-01-01,IN,7
105,20240108,2024-01-08,IN,12
105,20240115,2024-01-15,IN,46
105,20240122,2024-01-22,OUT,16
105,20240129,2024-01-29,IN,40
105,20240205,2024-02-05,IN,32
105,20240212,2024-02-12,OUT,20
105,20240219,2024-02-19,IN,18
105,20240226,2024-02-26,OUT,32
105,20240304,2024-03-04,IN,24
105,20240311,2024-03-11,IN,30
105,20240318,2024-03-18,IN,35
105,20240325,2024-03-25,IN,37
105,20240401,2024-04-01,IN,14
105,20240408,2024-04-08,IN,37
105,20240415,2024-04-15,IN,43
105,20240422,2024-04-22,IN,27
105,20240429,2024-04-29,OUT,27
105,20240506,2024-05-06,IN,19
105,20240513,2024-05-13,OUT,24
105,20240520,2024-05-20,OUT,15
105,20240527,2024-05-27,OUT,30
105,20240603,2024-06-03,IN,20
105,20240610,2024-06-10,OUT,13
105,20240617,2024-06-17,OUT,4
105,20240624,2024-06-24,IN,39
105,20240701,2024-07-01,IN,32
105,20240708,2024-07-08,OUT,11
105,20240715,2024-07-15,OUT,36
105,20240722,2024-07-22,IN,45
105,20240729,2024-07-29,IN,47
105,20240805,2024-08-05,OUT,31
105,20240812,2024-08-12,OUT,15
105,20240819,2024-08-19,IN,25
105,20240826,2024-08-26,IN,26
105,20240902,2024-09-02,IN,28
105,20240909,2024-09-09,IN,24
105,20240916,2024-09-16,IN,36
105,20240923,2024-09-23,IN,11
105,20240930,2024-09-30,IN,21
105,20241007,2024-10-07,OUT,9
105,20241014,2024-10-14,in,14
105,20241021,2024-10-21,IN,28
105,20241028,2024-10-28,OUT,25
105,20241104,2024-11-04,IN,5
105,20241111,2024-11-11,OUT,17
105,20241118,2024-11-18,IN,27
105,20241125,2024-11-25,OUT,20
105,20241202,2024-12-02,IN,33
105,20241209,2024-12-09,IN,29
105,20241216,2024-12-16,OUT,22
105,20241223,2024-12-23,OUT,18
105,20241230,2024-12-30,IN,30
105,20250106,2025-01-06,IN,26
105,20250113,2025-01-13,IN,28
105,20250120,2025-01-20,IN,25
105,20250127,2025-01-27,IN,26
105,20250203,2025-02-03,IN,13
105,20250210,2025-02-10,IN,32
105,20250217,2025-02-17,IN,37
105,20250224,2025-02-24,OUT,24
105,20250303,2025-03-03,IN,8
105,20250310,2025-03-10,IN,27
105,20250317,2025-03-17,OUT,9
105,20250324,2025-03-24,IN,15
105,20250331,2025-03-31,OUT,34
105,20250407,2025-04-07,IN,32
105,20250414,2025-04-14,IN,34
105,20250421,2025-04-21,IN,29
105,20250428,2025-04-28,OUT,27
105,20250505,2025-05-05,OUT,22
105,20250512,2025-05-12,IN,39
105,20250519,2025-05-19,IN,32
105,20250526,2025-05-26,OUT,24
105,20250602,2025-06-02,IN,15
105,20250609,2025-06-09,OUT,23
105,20250616,2025-06-16,IN,42
105,20250623,2025-06-23,IN,30
105,20250630,2025-06-30,IN,34
105,20250707,2025-07-07,IN,30
105,20250714,2025-07-14,IN,38
105,20250721,2025-07-21,OUT,29
105,20250728,2025-07-28,OUT,21
105,20250804,2025-08-04,IN,30
105,20250811,2025-08-11,IN,40
105,20250818,2025-08-18,OUT,32
105,20250825,2025-08-25,OUT,23
105,20250901,2025-09-01,IN,40
105,20250908,2025-09-08,OUT,31
105,20250915,2025-09-15,IN,33
105,20250922,2025-09-22,OUT,36
105,20250929,2025-09-29,IN,33
105,20251006,2025-10-06,IN,21
105,20251013,2025-10-13,OUT,25
105,20251020,2025-10-20,IN,38
105,20251027,2025-10-27,OUT,1
105,20251103,2025-11-03,IN,32
105,20251110,2025-11-10,IN,42
105,20251117,2025-11-17,IN,25
105,20251124,2025-11-24,IN,10
105,20251201,2025-12-01,IN,27
105,20251208,2025-12-08,IN,14
105,20251215,2025-12-15,IN,20
105,20251222,2025-12-22,IN,24
105,20251229,2025-12-29,IN,39
66,20240101,2024-01-01,IN,25
66,20240108,2024-01-08,OUT,19
66,20240115,2024-01-15,OUT,42
66,20240122,2024-01-22,OUT,10
66,20240129,2024-01-29,IN,23
66,20240205,2024-02-05,IN,33
66,20240212,2024-02-12,IN,44
66,20240219,2024-02-19,IN,36
66,20240226,2024-02-26,OUT,1
66,20240304,2024-03-04,IN,29
66,20240311,2024-03-11,IN,35
66,20240318,2024-03-18,OUT,16
66,20240325,2024-03-25,IN,11
66,20240401,2024-04-01,OUT,7
66,20240408,2024-04-08,IN,21
66,20240415,2024-04-15,IN,27
66,20240422,2024-04-22,OUT,12
66,20240429,2024-04-29,OUT,32
66,20240506,2024-05-06,OUT,17
66,20240513,2024-05-13,OUT,2
66,20240520,2024-05-20,IN,41
66,20240527,2024-05-27,IN,41
66,20240603,2024-06-03,IN,34
66,20240610,2024-06-10,OUT,16
66,20240617,2024-06-17,IN,40
66,20240624,2024-06-24,OUT,35
66,20240701,2024-07-01,IN,28
66,20240708,2024-07-08,OUT,12
66,20240715,2024-07-15,IN,38
66,20240722,2024-07-22,OUT,22
66,20240729,2024-07-29,IN,23
66,20240805,2024-08-05,IN,34
66,20240812,2024-08-12,IN,46
66,20240819,2024-08-19,IN,15
66,20240826,2024-08-26,IN,35
66,20240902,2024-09-02,IN,10
66,20240909,2024-09-09,OUT,23
66,20240916,2024-09-16,IN,16
66,20240923,2024-09-23,IN,22
66,20240930,2024-09-30,OUT,1
66,20241007,2024-10-07,OUT,18
66,20241014,2024-10-14,OUT,30
66,20241021,2024-10-21,IN,9
66,20241028,2024-10-28,IN,24
66,20241104,2024-11-04,IN,43
66,20241111,2024-11-11,IN,38
66,20241118,2024-11-18,OUT,17
66,20241125,2024-11-25,OUT,12
66,20241202,2024-12-02,OUT,28
66,20241209,2024-12-09,IN,31
66,20241216,2024-12-16,OUT,8
66,20241223,2024-12-23,OUT,15
66,20241230,2024-12-30,IN,39
66,20250106,2025-01-06,OUT,8
66,20250113,2025-01-13,IN,33
66,20250120,2025-01-20,IN,48
66,20250127,2025-01-27,IN,19
66,20250203,2025-02-03,IN,30
66,20250210,2025-02-10,OUT,19
66,20250217,2025-02-17,IN,19
66,20250224,2025-02-24,OUT,36
66,20250303,2025-03-03,IN,27
66,20250310,2025-03-10,OUT,6
66,20250317,2025-03-17,OUT,32
66,20250324,2025-03-24,IN,35
66,20250331,2025-03-31,IN,31
66,20250407,2025-04-07,in,22
66,20250414,2025-04-14,IN,22
66,20250421,2025-04-21,IN,25
66,20250428,2025-04-28,IN,14
66,20250505,2025-05-05,IN,20
66,20250512,2025-05-12,IN,37
66,20250519,2025-05-19,OUT,18
66,20250526,2025-05-26,IN,21
66,20250602,2025-06-02,OUT,24
66,20250609,2025-06-09,OUT,5
66,20250616,2025-06-16,OUT,11
66,20250623,2025-06-23,IN,29
66,20250630,2025-06-30,OUT,24
66,20250707,2025-07-07,IN,25
66,20250714,2025-07-14,IN,21
66,20250721,2025-07-21,OUT,16
66,20250728,2025-07-28,OUT,14
66,20250804,2025-08-04,OUT,16
66,20250811,2025-08-11,OUT,6
66,20250818,2025-08-18,OUT,10
66,20250825,2025-08-25,OUT,15
66,20250901,2025-09-01,OUT,27
66,20250908,2025-09-08,IN,18
66,20250915,2025-09-15,IN,33
66,20250922,2025-09-22,IN,30
66,20250929,2025-09-29,IN,16
66,20251006,2025-10-06,IN,24
66,20251013,2025-10-13,IN,24
66,20251020,2025-10-20,IN,27
66,20251027,2025-10-27,IN,32
66,20251103,2025-11-03,IN,42
66,20251110,2025-11-10,OUT,20
66,20251117,2025-11-17,IN,22
66,20251124,2025-11-24,OUT,10
66,20251201,2025-12-01,OUT,15
66,20251208,2025-12-08,OUT,25
66,20251215,2025-12-15,IN,24
66,20251222,2025-12-22,IN,16
66,20251229,2025-12-29,OUT,8
46,20240101,2024-01-01,OUT,25
46,20240108,2024-01-08,IN,24
46,20240115,2024-01-15,OUT,19
46,20240122,2024-01-22,IN,21
46,20240129,2024-01-29,IN,34
46,20240205,2024-02-05,IN,39
46,20240212,2024-02-12,OUT,33
46,20240219,2024-02-19,IN,16
46,20240226,2024-02-26,IN,30
46,20240304,2024-03-04,OUT,6
46,20240311,2024-03-11,IN,35
46,20240318,2024-03-18,IN,36
46,20240325,2024-03-25,OUT,20
46,20240401,2024-04-01,IN,41
46,20240408,2024-04-08,IN,27
46,20240415,2024-04-15,IN,40
46,20240422,2024-04-22,IN,29
46,20240429,2024-04-29,OUT,18
46,20240506,2024-05-06,IN,28
46,20240513,2024-05-13,IN,24
46,20240520,2024-05-20,IN,16
46,20240527,2024-05-27,IN,28
46,20240603,2024-06-03,OUT,14
46,20240610,2024-06-10,IN,16
46,20240617,2024-06-17,IN,23
46,20240624,2024-06-24,IN,50
46,20240701,2024-07-01,IN,38
46,20240708,2024-07-08,IN,38
46,20240715,2024-07-15,IN,11
46,20240722,2024-07-22,IN,28
46,20240729,2024-07-29,IN,12
46,20240805,2024-08-05,IN,22
46,20240812,2024-08-12,IN,38
46,20240819,2024-08-19,IN,33
46,20240826,2024-08-26,OUT,28
46,20240902,2024-09-02,OUT,1
46,20240909,2024-09-09,OUT,27
46,20240916,2024-09-16,IN,27
46,20240923,2024-09-23,IN,36
46,20240930,2024-09-30,OUT,27
46,20241007,2024-10-07,IN,18
46,20241014,2024-10-14,IN,50
46,20241021,2024-10-21,IN,12
46,20241028,2024-10-28,IN,22
46,20241104,2024-11-04,OUT,21
46,20241111,2024-11-11,IN,11
46,20241118,2024-11-18,IN,27
46,20241125,2024-11-25,IN,29
46,20241202,2024-12-02,OUT,18
46,20241209,2024-12-09,IN,11
46,20241216,2024-12-16,IN,42
46,20241223,2024-12-23,IN,12
46,20241230,2024-12-30,IN,36
46,20250106,2025-01-06,OUT,12
46,20250113,2025-01-13,OUT,13
46,20250120,2025-01-20,OUT,18
46,20250127,2025-01-27,IN,24
46,20250203,2025-02-03,OUT,36
46,20250210,2025-02-10,IN,32
46,20250217,2025-02-17,OUT,26
46,20250224,2025-02-24,IN,44
46,20250303,2025-03-03,IN,4
46,20250310,2025-03-10,IN,19
46,20250317,2025-03-17,IN,23
46,20250324,2025-03-24,IN,31
46,20250331,2025-03-31,IN,29
46,20250407,2025-04-07,IN,38
46,20250414,2025-04-14,OUT,27
46,20250421,2025-04-21,IN,22
46,20250428,2025-04-28,IN,27
46,20250505,2025-05-05,IN,17
46,20250512,2025-05-12,OUT,22
46,20250519,2025-05-19,OUT,19
46,20250526,2025-05-26,OUT,25
46,20250602,2025-06-02,OUT,30
46,20250609,2025-06-09,OUT,16
46,20250616,2025-06-16,IN,31
46,20250623,2025-06-23,IN,34
46,20250630,2025-06-30,IN,38
46,20250707,2025-07-07,IN,14
46,20250714,2025-07-14,IN,45
46,20250721,2025-07-21,OUT,5
46,20250728,2025-07-28,OUT,12
46,20250804,2025-08-04,IN,24
46,20250811,2025-08-11,IN,20
46,20250818,2025-08-18,IN,22
46,20250825,2025-08-25,IN,31
46,20250901,2025-09-01,IN,30
46,20250908,2025-09-08,OUT,25
46,20250915,2025-09-15,IN,21
46,20250922,2025-09-22,OUT,16
46,20250929,2025-09-29,OUT,5
46,20251006,2025-10-06,IN,31
46,20251013,2025-10-13,OUT,33
46,20251020,2025-10-20,OUT,27
46,20251027,2025-10-27,OUT,24
46,20251103,2025-11-03,OUT,9
46,20251110,2025-11-10,IN,27
46,20251117,2025-11-17,OUT,16
46,20251124,2025-11-24,IN,31
46,20251201,2025-12-01,OUT,8
46,20251208,2025-12-08,OUT,11
46,20251215,2025-12-15,IN,41
46,20251222,2025-12-22,OUT,20
46,20251229,2025-12-29,IN,51
32,20240101,2024-01-01,IN,38
32,20240108,2024-01-08,IN,34
32,20240115,2024-01-15,IN,21
32,20240122,2024-01-22,IN,45
32,20240129,2024-01-29,IN,19
32,20240205,2024-02-05,IN,21
32,20240212,2024-02-12,IN,39
32,20240219,2024-02-19,IN,27
32,20240226,2024-02-26,IN,33
32,20240304,2024-03-04,IN,44
32,20240311,2024-03-11,IN,33
32,20240318,2024-03-18,OUT,30
32,20240325,2024-03-25,OUT,34
32,20240401,2024-04-01,IN,30
32,20240408,2024-04-08,IN,38
32,20240415,2024-04-15,IN,45
32,20240422,2024-04-22,IN,25
32,20240429,2024-04-29,OUT,10
32,20240506,2024-05-06,IN,42
32,20240513,2024-05-13,IN,25
32,20240520,2024-05-20,IN,27
32,20240527,2024-05-27,IN,35
32,20240603,2024-06-03,IN,25
32,20240610,2024-06-10,OUT,20
32,20240617,2024-06-17,IN,40
32,20240624,2024-06-24,IN,36
32,20240701,2024-07-01,OUT,17
32,20240708,2024-07-08,OUT,18
32,20240715,2024-07-15,OUT,19
32,20240722,2024-07-22,OUT,32
32,20240729,2024-07-29,OUT,19
32,20240805,2024-08-05,OUT,17
32,20240812,2024-08-12,IN,38
32,20240819,2024-08-19,IN,24
32,20240826,2024-08-26,IN,21
32,20240902,2024-09-02,OUT,14
32,20240909,2024-09-09,OUT,20
32,20240916,2024-09-16,IN,48
32,20240923,2024-09-23,OUT,5
32,20240930,2024-09-30,OUT,14
32,20241007,2024-10-07,OUT,14
32,20241014,2024-10-14,IN,33
32,20241021,2024-10-21,OUT,21
32,20241028,2024-10-28,IN,33
32,20241104,2024-11-04,OUT,13
32,20241111,2024-11-11,IN,36
32,20241118,2024-11-18,OUT,24
32,20241125,2024-11-25,IN,32
32,20241202,2024-12-02,OUT,9
32,20241209,2024-12-09,IN,29
32,20241216,2024-12-16,IN,34
32,20241223,2024-12-23,IN,22
32,20241230,2024-12-30,OUT,10
32,20250106,2025-01-06,IN,20
32,20250113,2025-01-13,IN,31
32,20250120,2025-01-20,IN,13
32,20250127,2025-01-27,IN,39
32,20250203,2025-02-03,IN,14
32,20250210,2025-02-10,IN,15
32,20250217,2025-02-17,OUT,29
32,20250224,2025-02-24,IN,38
32,20250303,2025-03-03,OUT,10
32,20250310,2025-03-10,OUT,30
32,20250317,2025-03-17,IN,24
32,20250324,2025-03-24,OUT,7
32,20250331,2025-03-31,IN,32
32,20250407,2025-04-07,OUT,18
32,20250414,2025-04-14,OUT,17
32,20250421,2025-04-21,IN,15
32,20250428,2025-04-28,IN,43
32,20250505,2025-05-05,IN,45
32,20250512,2025-05-12,OUT,13
32,20250519,2025-05-19,IN,34
32,20250526,2025-05-26,IN,24
32,20250602,2025-06-02,OUT,31
32,20250609,2025-06-09,IN,36
32,20250616,2025-06-16,IN,30
32,20250623,2025-06-23,IN,33
32,20250630,2025-06-30,IN,37
32,20250707,2025-07-07,IN,7
32,20250714,2025-07-14,IN,40
32,20250721,2025-07-21,IN,37
32,20250728,2025-07-28,IN,26
32,20250804,2025-08-04,OUT,9
32,20250811,2025-08-11,Out,15
32,20250818,2025-08-18,IN,25
32,20250825,2025-08-25,IN,24
32,20250901,2025-09-01,OUT,21
32,20250908,2025-09-08,IN,37
32,20250915,2025-09-15,IN,31
32,20250922,2025-09-22,IN,33
32,20250929,2025-09-29,IN,34
32,20251006,2025-10-06,IN,47
32,20251013,2025-10-13,OUT,21
32,20251020,2025-10-20,OUT,12
32,20251027,2025-10-27,OUT,22
32,20251103,2025-11-03,IN,14
32,20251110,2025-11-10,OUT,16
32,20251117,2025-11-17,OUT,32
32,20251124,2025-11-24,IN,37
32,20251201,2025-12-01,IN,27
32,20251208,2025-12-08,IN,31
32,20251215,2025-12-15,OUT,23
32,20251222,2025-12-22,IN,37
32,20251229,2025-12-29,IN,18
71,20240101,2024-01-01,IN,35
71,20240108,2024-01-08,IN,28
71,20240115,2024-01-15,IN,2
71,20240122,2024-01-22,OUT,12
71,20240129,2024-01-29,IN,30
71,20240205,2024-02-05,IN,32
71,20240212,2024-02-12,OUT,13
71,20240219,2024-02-19,IN,48
71,20240226,2024-02-26,IN,26
71,20240304,2024-03-04,IN,29
71,20240311,2024-03-11,OUT,23
71,20240318,2024-03-18,IN,19
71,20240325,2024-03-25,IN,14
71,20240401,2024-04-01,IN,32
71,20240408,2024-04-08,OUT,25
71,20240415,2024-04-15,OUT,36
71,20240422,2024-04-22,IN,18
71,20240429,2024-04-29,OUT,36
71,20240506,2024-05-06,OUT,41
71,20240513,2024-05-13,IN,39
71,20240520,2024-05-20,IN,24
71,20240527,2024-05-27,OUT,18
71,20240603,2024-06-03,IN,32
71,20240610,2024-06-10,OUT,7
71,20240617,2024-06-17,IN,37
71,20240624,2024-06-24,IN,3
71,20240701,2024-07-01,IN,14
71,20240708,2024-07-08,IN,7
71,20240715,2024-07-15,OUT,20
71,20240722,2024-07-22,IN,41
71,20240729,2024-07-29,IN,24
71,20240805,2024-08-05,IN,37
71,20240812,2024-08-12,OUT,15
71,20240819,2024-08-19,OUT,17
71,20240826,2024-08-26,OUT,42
71,20240902,2024-09-02,IN,26
71,20240909,2024-09-09,IN,25
71,20240916,2024-09-16,OUT,12
71,20240923,2024-09-23,OUT,36
71,20240930,2024-09-30,OUT,13
71,20241007,2024-10-07,IN,33
71,20241014,2024-10-14,IN,27
71,20241021,2024-10-21,IN,35
71,20241028,2024-10-28,OUT,9
71,20241104,2024-11-04,IN,22
71,20241111,2024-11-11,IN,20
71,20241118,2024-11-18,IN,20
71,20241125,2024-11-25,IN,30
71,20241202,2024-12-02,IN,29
71,20241209,2024-12-09,IN,36
71,20241216,2024-12-16,IN,19
71,20241223,2024-12-23,IN,34
71,20241230,2024-12-30,IN,31
71,20250106,2025-01-06,OUT,6
71,20250113,2025-01-13,IN,41
71,20250120,2025-01-20,OUT,12
71,20250127,2025-01-27,OUT,24
71,20250203,2025-02-03,IN,15
71,20250210,2025-02-10,IN,43
71,20250217,2025-02-17,OUT,14
71,20250224,2025-02-24,IN,27
71,20250303,2025-03-03,OUT,14
71,20250310,2025-03-10,OUT,25
71,20250317,2025-03-17,IN,35
71,20250324,2025-03-24,IN,27
71,20250331,2025-03-31,IN,31
71,20250407,2025-04-07,IN,34
71,20250414,2025-04-14,IN,21
71,20250421,2025-04-21,IN,29
71,20250428,2025-04-28,IN,26
71,20250505,2025-05-05,IN,20
71,20250512,2025-05-12,IN,22
71,20250519,2025-05-19,IN,39
71,20250526,2025-05-26,IN,21
71,20250602,2025-06-02,OUT,35
71,20250609,2025-06-09,IN,34
71,20250616,2025-06-16,IN,48
71,20250623,2025-06-23,OUT,17
71,20250630,2025-06-30,IN,43
71,20250707,2025-07-07,IN,18
71,20250714,2025-07-14,IN,38
71,20250721,2025-07-21,OUT,45
71,20250728,2025-07-28,OUT,10
71,20250804,2025-08-04,IN,27
71,20250811,2025-08-11,IN,26
71,20250818,2025-08-18,IN,33
71,20250825,2025-08-25,OUT,31
71,20250901,2025-09-01,IN,38
